gene ;151f_1_10;126f_10_10;96f_11_10;175f_17_10;79f_1_40;100f_10_40;99f_11_40;163f_17_40
Contig2861;0;0;1;3;0;1;0;1
Contig2862;0;0;0;1;0;0;0;9
Contig2863;0;0;0;1;0;0;0;1
Contig2865;0;0;0;1;1;0;0;0
Contig2876;0;0;0;3;0;0;0;0
Contig2877;0;0;0;2;0;0;0;0
Contig2878;0;0;0;3;0;0;0;1
Contig2879;0;0;0;11;3;0;0;0
Contig288;2;0;0;0;0;0;0;0
Contig2880;0;0;0;2;1;0;0;1
Contig2884;0;0;0;7;3;0;0;0
Contig2886;0;0;0;3;7;0;0;0
Contig2887;0;0;0;1;1;0;0;0
Contig2889;0;0;0;1;0;0;1;0
Contig2890;0;0;0;2;0;0;0;0
Contig2891;0;0;0;2;0;0;0;0
Contig2892;1;0;0;8;0;0;6;0
Contig2895;0;0;0;2;0;0;0;0
Contig2896;0;0;0;2;0;0;0;0
Contig2897;0;0;0;2;1;0;0;0
Contig2899;0;0;0;2;0;0;0;0
Contig290;1;0;1;0;0;0;0;1
Contig2900;4;0;1;6;1;0;3;1
Contig2902;0;0;0;2;0;0;0;0
Contig2904;0;0;0;2;0;0;0;0
Contig2908;0;0;0;2;0;0;0;0
Contig291;3;0;0;0;0;0;4;0
Contig2911;0;0;0;1;0;0;0;1
Contig2913;0;0;0;2;0;0;0;0
Contig2914;0;0;0;3;0;0;0;0
Contig2915;0;0;0;2;0;0;0;0
Contig2916;0;1;1;1;0;0;0;0
Contig2918;0;0;0;1;1;0;0;0
Contig2919;0;0;0;2;0;0;0;0
Contig2920;0;0;0;2;0;0;0;0
Contig2923;0;0;0;1;0;1;0;0
Contig2925;0;0;0;4;2;0;0;0
Contig2928;0;0;0;2;0;0;0;0
Contig2930;0;0;0;1;0;1;0;0
Contig2935;0;0;0;2;0;0;0;0
Contig2938;1;0;0;2;0;2;0;0
Contig294;1;0;0;0;0;0;1;0
Contig2940;2;0;1;7;2;0;7;0
Contig2941;0;0;0;34;1;0;0;0
Contig2942;0;0;0;1;0;0;5;0
Contig2944;0;0;0;1;0;1;0;0
Contig2947;1;2;3;6;0;3;6;0
Contig295;1;1;0;0;0;0;0;0
Contig2955;0;0;0;1;0;0;0;1
Contig2956;0;0;0;1;1;0;0;0
Contig296;2;0;0;0;0;0;0;0
Contig2962;0;0;0;1;0;0;0;1
Contig2965;0;0;0;2;0;0;0;0
Contig2967;0;0;0;1;1;0;0;0
Contig2968;0;0;0;1;0;0;1;0
Contig2969;0;0;0;2;0;0;0;0
Contig2970;1;0;2;2;0;1;1;1
Contig2971;1;0;0;3;0;0;0;0
Contig2973;0;0;0;2;0;0;0;0
Contig2975;4;6;2;24;17;18;20;13
Contig2977;0;0;0;2;0;0;0;0
Contig2978;0;0;0;2;0;0;0;0
Contig2979;0;0;0;3;1;0;0;0
Contig298;3;2;16;5;3;4;3;8
Contig2981;0;0;1;1;0;0;0;0
Contig2983;0;0;0;3;0;0;0;0
Contig2985;0;0;0;1;0;0;0;1
Contig2986;0;0;0;4;0;0;0;0
Contig299;1;0;0;0;0;0;0;1
Contig2990;0;0;0;1;0;0;0;1
Contig2991;0;0;0;2;0;0;0;0
Contig2992;0;0;0;1;0;0;1;0
Contig2997;0;0;0;2;0;0;0;0
Contig2998;0;0;0;1;0;0;2;0
Contig3;1;0;0;0;0;0;1;0
Contig300;2;0;0;0;0;0;0;0
Contig3000;0;0;0;3;0;0;0;0
Contig3001;0;0;0;1;1;0;0;0
Contig3002;0;0;0;2;0;0;0;0
Contig3006;1;3;0;4;4;2;3;7
Contig3007;0;0;0;3;0;0;0;0
Contig3008;0;0;0;2;0;0;0;0
Contig301;1;0;0;0;0;0;1;0
Contig3010;0;0;0;2;0;0;0;0
Contig3012;0;1;0;1;0;2;0;0
Contig3013;0;0;0;2;0;0;0;1
Contig3015;0;0;0;5;0;0;2;1
Contig3018;0;0;0;2;0;0;0;0
Contig3020;0;0;0;2;0;0;0;0
Contig3024;0;0;0;1;0;1;0;0
Contig3026;1;0;0;1;0;0;0;0
Contig3027;0;0;0;2;0;0;0;0
Contig3030;3;0;0;2;1;0;1;1
Contig3031;0;0;0;1;0;0;1;1
Contig3034;1;0;0;2;0;0;0;0
Contig3035;1;0;1;1;3;0;0;0
Contig3037;0;0;0;2;1;0;0;0
Contig304;4;0;0;0;0;0;0;0
Contig3040;0;0;0;1;0;0;0;3
Contig3043;0;0;0;2;0;0;0;0
Contig3049;0;0;0;1;1;0;0;0
Contig3050;3;0;3;3;4;1;0;2
Contig3051;0;0;0;2;0;0;0;0
Contig3052;0;0;1;2;0;0;0;0
Contig3054;0;0;0;1;0;0;0;1
Contig3055;0;0;0;2;0;0;0;2
Contig3057;0;0;1;1;0;0;0;0
Contig3058;0;1;0;1;0;0;0;0
Contig3059;0;0;0;2;0;0;0;0
Contig3060;0;0;0;2;0;0;0;0
Contig3061;0;0;0;2;0;0;0;0
Contig3064;0;0;0;3;2;0;0;0
Contig3066;0;0;0;1;0;1;0;0
Contig3069;0;1;0;9;11;4;0;5
Contig307;7;2;4;3;3;0;5;2
Contig3072;0;0;0;1;1;0;1;0
Contig3073;0;0;1;1;2;1;3;0
Contig3075;0;1;0;1;0;0;1;0
Contig3076;0;0;0;1;0;1;0;0
Contig3077;0;0;1;2;0;0;0;0
Contig3079;0;0;0;2;0;0;0;0
Contig308;2;0;0;0;0;0;0;0
Contig3082;0;0;0;1;1;0;0;0
Contig3084;0;0;0;2;0;0;0;0
Contig3085;0;0;0;1;0;2;0;0
Contig3088;0;0;0;2;3;0;0;0
Contig309;2;0;0;0;0;1;0;0
Contig3090;0;0;0;4;2;0;0;0
Contig3093;0;0;0;1;0;0;1;0
Contig3095;0;0;0;1;1;0;2;0
Contig3097;0;0;0;2;0;0;0;0
Contig310;3;0;0;0;0;0;0;0
Contig3100;1;0;0;2;0;0;1;0
Contig3102;0;0;0;1;0;0;0;1
Contig3103;0;0;0;3;0;0;0;0
Contig3106;0;0;0;2;4;2;1;2
Contig3107;0;0;0;2;0;0;0;0
Contig3108;0;0;0;3;0;0;0;0
Contig311;2;0;0;0;0;0;0;0
Contig3112;1;0;3;2;0;0;3;0
Contig3117;0;0;0;2;0;0;0;0
Contig312;3;0;0;0;0;0;0;0
Contig3122;0;1;3;10;1;1;5;3
Contig3123;0;0;0;2;0;0;0;0
Contig3126;0;0;0;2;2;0;0;0
Contig3129;2;0;0;1;0;0;1;0
Contig313;1;0;0;1;0;0;0;0
Contig3133;0;0;0;1;0;0;0;1
Contig3134;0;0;0;1;0;1;0;0
Contig3135;0;0;0;2;0;0;0;0
Contig3136;0;0;0;1;0;0;1;0
Contig3137;0;0;0;2;0;0;0;0
Contig3139;0;0;0;2;0;0;0;0
Contig3140;0;0;0;1;0;0;1;0
Contig3142;0;0;0;1;0;1;0;0
Contig3143;0;1;0;2;0;0;1;0
Contig3144;0;0;0;1;0;0;1;0
Contig3145;0;0;0;1;0;0;0;1
Contig3146;0;0;0;2;0;0;0;0
Contig3148;0;0;0;2;0;0;0;0
Contig3149;0;0;0;1;0;1;0;0
Contig315;1;0;0;0;0;1;1;0
Contig3151;0;0;0;1;0;1;0;0
Contig3152;0;0;0;1;0;0;1;0
Contig3153;0;0;0;2;0;0;0;0
Contig3155;0;0;1;1;0;0;0;0
Contig3156;0;1;0;2;0;0;0;0
Contig3157;0;0;2;1;1;0;1;1
Contig3158;0;0;0;1;0;0;1;0
Contig316;1;0;0;1;0;0;0;0
Contig3160;0;0;0;1;0;1;0;0
Contig3164;1;0;1;2;0;1;3;2
Contig3165;0;2;1;4;5;2;0;0
Contig3169;0;0;0;1;0;1;0;0
Contig317;1;0;2;0;0;0;2;0
Contig3173;0;0;0;2;0;0;0;0
Contig3174;0;1;0;2;0;0;0;1
Contig3175;0;0;0;1;0;0;1;0
Contig3176;0;0;0;2;0;1;0;0
Contig3177;0;0;0;1;0;0;1;0
Contig318;1;0;0;0;0;0;1;0
Contig3180;0;0;0;4;0;0;1;0
Contig3183;0;0;1;1;0;0;0;0
Contig3186;0;0;0;0;2;0;0;0
Contig3187;1;19;17;18;12;17;5;16
Contig3189;0;0;0;0;2;0;0;0
Contig319;2;0;0;0;0;0;4;0
Contig3191;0;0;0;2;2;0;0;0
Contig3192;0;0;0;0;3;0;0;0
Contig3196;0;0;0;0;2;0;0;0
Contig3197;0;0;0;0;2;0;0;0
Contig3199;0;0;0;0;2;0;0;0
Contig3201;0;0;0;0;2;0;0;0
Contig3203;0;0;0;0;2;0;0;0
Contig3204;0;0;0;0;4;0;0;0
Contig3206;0;5;3;2;4;3;1;2
Contig3209;0;0;0;0;2;1;0;0
Contig321;2;0;0;0;0;0;0;0
Contig3213;0;0;0;0;1;2;0;0
Contig3214;0;0;0;0;2;0;1;0
Contig3216;0;0;0;1;1;0;0;0
Contig3217;0;0;0;0;2;0;0;0
Contig3218;0;0;0;0;3;0;0;0
Contig3221;0;0;1;0;1;0;0;0
Contig3222;0;0;0;0;1;0;2;0
Contig3223;0;0;0;0;1;1;3;0
Contig3224;0;0;0;0;1;0;0;1
Contig3225;0;0;0;0;3;2;0;3
Contig3227;1;5;0;2;4;2;1;3
Contig3228;0;0;0;0;2;0;0;0
Contig3229;0;0;0;0;1;0;0;1
Contig3230;0;0;0;0;2;0;0;0
Contig3231;0;0;0;0;2;0;0;0
Contig3237;0;0;0;0;2;0;0;0
Contig3238;0;0;0;0;2;0;0;0
Contig3239;0;0;0;0;1;0;0;1
Contig324;1;0;0;0;0;1;0;0
Contig3240;0;1;1;0;1;1;2;0
Contig3241;0;0;0;0;1;0;2;0
Contig3242;0;0;0;0;2;0;0;0
Contig3243;0;0;0;0;2;0;0;0
Contig3244;0;0;0;0;11;0;0;0
Contig3246;0;0;0;0;1;0;1;0
Contig3249;0;0;0;0;3;1;0;0
Contig325;8;1;2;1;0;1;17;0
Contig3251;0;0;0;0;2;0;0;0
Contig3253;0;0;0;0;2;0;0;0
Contig3254;0;0;0;2;2;0;0;0
Contig3258;0;0;0;0;1;0;1;0
Contig3259;0;0;0;0;2;0;1;0
Contig3264;2;0;0;0;3;0;11;0
Contig3266;0;0;0;0;4;0;0;0
Contig3271;0;0;0;0;2;0;0;0
Contig3285;0;0;0;0;3;0;0;1
Contig3289;0;0;0;0;2;0;0;0
Contig3290;0;1;0;0;1;0;0;0
Contig3299;0;0;0;0;4;0;0;0
Contig33;1;1;0;1;0;0;0;0
Contig3308;0;0;0;0;3;0;0;0
Contig3310;0;0;0;0;2;1;0;0
Contig332;1;1;2;0;0;0;0;0
Contig3320;0;0;0;0;7;0;0;0
Contig3321;0;0;0;0;1;1;1;0
Contig3324;0;0;0;0;2;0;0;0
Contig333;10;0;0;0;0;1;2;0
Contig3330;0;0;0;0;3;0;0;0
Contig3331;0;0;0;0;2;0;0;0
Contig3334;0;0;0;0;9;0;0;0
Contig3348;0;0;0;0;1;0;1;0
Contig336;1;0;0;1;1;0;0;0
Contig3363;0;0;0;0;1;1;0;0
Contig337;1;2;1;1;0;0;0;0
Contig3372;0;0;0;0;2;0;0;0
Contig3376;0;0;0;0;1;0;1;0
Contig3377;0;0;0;0;1;0;0;1
Contig3382;0;0;0;0;3;0;0;0
Contig3383;0;0;0;0;2;0;0;1
Contig3384;0;0;0;1;1;0;0;1
Contig339;1;0;0;0;0;0;0;1
Contig3390;0;0;0;1;2;0;0;0
Contig3392;2;1;2;2;1;1;0;0
Contig34;1;0;0;0;0;0;1;0
Contig3410;0;0;0;0;1;0;0;1
Contig3419;0;0;0;0;2;0;0;0
Contig3421;0;0;0;0;2;0;0;0
Contig3422;0;0;0;0;1;0;0;1
Contig3423;0;0;0;0;2;0;0;0
Contig3425;0;0;0;0;1;0;0;1
Contig3431;0;0;0;0;2;0;0;0
Contig3438;0;0;0;0;1;1;0;0
Contig344;2;0;0;0;0;0;0;0
Contig3445;0;0;0;0;1;0;1;0
Contig3447;0;0;0;1;1;0;2;0
Contig3450;0;0;0;8;29;0;0;0
Contig3456;0;3;0;0;1;1;0;0
Contig346;1;0;0;0;0;0;0;1
Contig3463;0;0;0;0;1;0;1;0
Contig3465;0;0;0;0;7;0;0;1
Contig3469;0;0;0;0;6;0;0;0
Contig3472;0;0;0;0;3;0;0;0
Contig3475;0;0;0;0;1;0;0;1
Contig3478;0;0;0;0;2;0;0;3
Contig348;2;0;0;0;0;0;0;0
Contig3482;0;0;0;0;4;0;0;0
Contig3488;0;0;1;0;2;0;0;0
Contig3491;0;0;0;0;2;0;0;0
Contig3493;4;0;0;0;2;0;1;1
Contig3495;0;0;0;0;2;0;0;0
Contig3499;0;0;0;0;2;0;0;0
Contig3501;0;1;2;0;1;4;0;1
Contig3504;0;0;0;0;2;0;0;0
Contig3508;0;4;4;3;4;3;6;3
Contig351;4;3;0;1;0;2;1;2
Contig3511;0;0;0;0;3;0;0;0
Contig3516;0;0;1;0;1;0;0;0
Contig3518;0;0;0;0;2;0;0;0
Contig352;3;0;0;2;0;0;5;4
Contig3521;0;0;0;0;2;0;0;0
Contig353;2;0;0;0;0;0;0;0
Contig3536;0;0;1;0;1;1;4;0
Contig3537;0;0;0;0;3;0;0;0
Contig3539;0;0;0;0;2;0;0;0
Contig3544;0;0;0;0;3;0;0;0
Contig3545;0;0;0;0;1;1;1;0
Contig355;2;0;1;0;0;2;0;0
Contig3556;0;0;0;0;2;0;0;0
Contig3557;0;0;0;0;1;0;2;0
Contig356;1;0;0;0;1;2;0;0
Contig3565;0;0;0;0;2;0;0;0
Contig3568;0;0;0;0;2;0;0;0
Contig3569;3;0;1;13;8;8;7;0
Contig357;1;0;0;1;0;0;0;1
Contig3571;0;0;0;1;2;0;0;0
Contig3574;0;0;0;0;2;0;0;0
Contig3579;0;0;0;0;40;0;0;0
Contig3586;0;0;0;0;2;0;0;0
Contig3587;0;0;0;0;1;0;1;0
Contig3588;0;0;0;0;4;0;0;0
Contig359;1;0;0;2;0;1;2;0
Contig3592;0;1;1;0;1;3;2;0
Contig3599;0;0;0;0;2;0;0;0
Contig36;2;0;0;0;0;0;0;0
Contig360;1;0;0;1;0;0;0;0
Contig3600;0;0;0;1;1;0;0;0
Contig3601;0;0;0;1;1;0;0;0
Contig3609;0;0;0;0;3;0;0;0
Contig3614;0;0;0;0;1;0;0;1
Contig362;1;0;0;0;0;0;1;0
Contig3622;0;0;0;0;1;1;0;0
Contig3624;1;0;0;0;2;0;0;0
Contig363;2;0;0;0;0;0;0;0
Contig3637;0;0;0;0;2;0;0;0
Contig3638;0;0;0;0;1;0;2;0
Contig364;1;0;1;0;0;0;0;0
Contig3642;0;0;0;0;1;0;0;1
Contig3643;0;0;0;1;1;1;0;3
Contig3644;0;0;0;0;1;1;0;0
Contig3646;0;0;0;0;2;0;0;0
Contig365;2;0;2;2;0;4;0;0
Contig3650;1;1;1;0;1;1;1;0
Contig3654;1;0;0;0;2;0;0;0
Contig3656;0;0;0;0;1;0;0;2
Contig366;2;0;0;0;0;0;0;0
Contig3663;0;0;0;0;1;0;0;1
Contig3669;0;0;0;0;1;0;0;1
Contig3677;0;0;0;0;2;0;0;0
Contig3678;0;0;1;0;1;0;1;0
Contig368;1;0;1;1;0;1;0;0
Contig3682;0;0;0;0;2;0;0;0
Contig3687;0;0;0;0;2;0;0;0
Contig369;3;0;0;0;0;0;0;0
Contig3695;0;0;0;0;3;1;6;0
Contig3697;0;0;0;0;2;0;0;0
Contig37;2;0;0;0;0;0;0;0
Contig3705;0;0;0;0;1;0;1;2
Contig3708;0;0;1;3;1;1;2;0
Contig3709;0;0;0;0;1;1;0;0
Contig371;12;0;0;0;0;0;1;0
Contig3712;0;0;0;0;2;0;0;0
Contig3716;0;0;0;0;2;0;0;0
Contig372;1;2;2;5;3;0;0;2
Contig3720;0;0;0;0;1;1;0;0
Contig3726;0;0;0;0;2;0;0;0
Contig3729;0;0;0;0;2;0;0;0
Contig373;2;0;0;0;0;0;0;0
Contig3739;0;0;0;0;1;0;0;1
Contig374;1;0;0;0;0;1;0;0
Contig3740;0;0;0;0;2;0;0;0
Contig3742;0;0;0;0;1;0;0;1
Contig3750;0;0;0;0;2;0;0;0
Contig3753;0;0;0;0;4;0;0;0
Contig3759;0;0;0;0;1;1;0;0
Contig376;1;0;0;0;0;0;1;0
Contig3760;0;0;0;1;1;0;0;0
Contig3761;1;6;2;1;2;2;2;4
Contig3762;0;0;0;0;1;1;0;0
Contig3763;0;0;0;0;2;0;0;0
Contig3764;0;0;0;0;2;0;0;0
Contig3766;0;0;0;0;1;1;0;0
Contig3768;0;0;1;0;1;0;0;0
Contig3774;0;0;0;0;3;0;0;0
Contig378;6;0;12;0;0;0;1;3
Contig3780;0;0;0;0;3;0;0;0
Contig3784;0;0;0;0;2;0;0;0
Contig379;1;0;0;0;0;1;0;0
Contig3792;0;0;0;2;1;0;2;1
Contig3793;0;0;0;0;3;0;0;0
Contig3795;2;9;4;5;7;3;1;9
Contig3796;0;0;0;0;2;0;0;0
Contig3798;2;2;0;0;1;0;0;0
Contig38;3;0;0;0;0;0;0;0
Contig3803;0;0;0;0;2;0;0;0
Contig3808;0;0;0;0;1;1;0;0
Contig381;1;2;0;0;0;1;1;1
Contig3812;0;0;0;0;1;0;1;0
Contig3817;1;1;1;0;1;0;1;0
Contig3818;0;0;0;0;2;0;0;0
Contig382;1;0;0;0;0;0;1;0
Contig3826;0;0;0;0;0;2;0;0
Contig3827;0;1;0;0;0;2;0;1
Contig3828;0;4;0;0;0;5;0;2
Contig3829;0;0;0;0;0;3;0;0
Contig3830;2;0;4;4;8;3;6;7
Contig3831;0;0;0;0;0;2;0;1
Contig3832;0;0;0;0;1;1;0;0
Contig3833;0;0;0;0;0;2;0;0
Contig3835;0;0;0;0;0;2;0;0
Contig3836;0;0;0;0;0;3;0;0
Contig3837;0;0;0;0;0;2;0;0
Contig3838;0;0;0;0;0;1;1;0
Contig384;1;0;0;1;0;1;0;0
Contig3840;0;0;0;3;2;3;3;1
Contig3841;0;0;0;0;0;2;0;0
Contig3848;0;0;0;0;0;2;0;0
Contig3849;0;0;0;0;0;2;0;0
Contig385;1;0;0;0;1;0;0;2
Contig3850;0;0;0;0;0;3;0;0
Contig3851;0;0;0;0;0;1;1;0
Contig3854;0;0;0;0;0;1;0;1
Contig3857;0;0;0;0;0;5;0;0
Contig386;1;0;0;0;0;0;0;2
Contig3860;0;0;0;0;0;1;1;0
Contig3861;2;12;18;8;10;6;4;8
Contig3862;0;0;0;0;0;2;0;0
Contig3863;0;0;0;0;0;2;0;0
Contig3866;1;0;0;0;0;4;1;0
Contig3867;0;0;0;0;0;2;0;1
Contig3868;0;0;0;0;0;3;1;0
Contig387;2;1;10;0;0;0;0;9
Contig3871;0;0;0;0;0;3;0;0
Contig3872;0;1;0;0;0;2;0;1
Contig3876;0;1;4;0;3;1;12;1
Contig3877;0;0;0;0;0;2;0;0
Contig3878;0;0;0;0;0;2;0;0
Contig3879;0;0;0;0;0;2;0;0
Contig388;1;0;1;0;0;1;3;1
Contig3880;0;0;0;0;0;2;0;0
Contig3881;0;0;0;0;0;2;0;0
Contig3883;0;0;0;0;0;2;0;0
Contig3884;0;0;0;0;0;1;1;0
Contig3885;0;0;0;0;0;2;0;0
Contig3886;0;0;0;0;0;2;0;0
Contig3887;0;0;0;0;0;2;0;0
Contig3889;0;0;0;0;0;2;0;0
Contig389;1;0;0;0;1;0;0;0
Contig3895;0;2;2;1;3;2;0;1
Contig3899;0;0;0;0;0;1;1;0
Contig39;1;0;0;0;0;0;1;0
Contig390;1;0;0;1;0;0;0;0
Contig3900;0;0;0;0;0;2;0;0
Contig3904;0;0;0;0;0;3;0;0
Contig3907;1;0;0;0;0;17;0;0
Contig391;2;0;0;0;0;0;0;0
Contig392;2;0;0;0;0;0;0;0
Contig3920;0;0;0;0;0;2;0;0
Contig3921;0;0;0;0;0;2;0;0
Contig3923;0;0;0;0;0;3;0;0
Contig3926;0;0;0;0;0;2;0;0
Contig3928;0;0;0;0;0;1;0;2
Contig393;3;0;0;0;0;0;0;1
Contig3930;0;0;0;0;0;4;0;0
Contig3934;0;0;3;0;1;2;2;1
Contig3935;0;0;0;0;0;3;0;0
Contig3938;0;0;0;0;0;2;0;0
Contig3939;0;0;0;0;0;1;0;1
Contig394;1;1;0;0;0;0;0;0
Contig3944;0;0;2;0;0;3;0;1
Contig3947;1;4;0;0;0;2;3;0
Contig3948;0;0;1;1;1;1;1;2
Contig395;19;0;0;0;0;0;5;0
Contig3950;0;0;0;0;0;1;0;1
Contig3952;0;0;0;0;0;4;0;0
Contig3954;0;0;0;0;0;2;0;0
Contig3955;0;0;0;0;0;2;0;0
Contig3957;0;0;0;1;0;1;0;0
Contig396;1;0;1;0;0;0;0;0
Contig3964;0;0;0;0;0;3;2;0
Contig3966;0;0;0;0;0;2;0;0
Contig3967;0;0;0;0;0;1;1;0
Contig397;1;1;4;0;0;0;0;0
Contig3972;0;0;0;0;0;2;0;0
Contig3976;0;1;1;0;1;1;2;1
Contig398;3;0;0;1;1;1;3;0
Contig3980;0;0;0;0;0;3;0;0
Contig3982;0;0;1;0;0;1;0;0
Contig3984;0;0;0;0;1;1;5;0
Contig3985;0;0;0;0;0;2;1;0
Contig3986;0;0;0;0;0;2;0;0
Contig3988;0;0;0;0;0;2;0;0
Contig3989;0;0;0;0;0;2;0;0
Contig399;1;1;9;0;1;0;2;5
Contig3990;1;0;0;0;0;1;20;1
Contig3994;0;0;0;0;0;2;0;1
Contig3995;0;0;0;0;0;2;0;0
Contig3996;0;0;0;0;0;2;0;0
Contig4;1;0;0;0;0;0;7;0
Contig400;1;0;0;0;0;1;0;0
Contig4001;0;0;0;0;0;2;0;0
Contig4003;0;0;0;0;0;2;0;1
Contig4005;0;0;0;0;0;1;1;0
Contig4008;0;0;0;0;0;2;0;0
Contig4009;0;1;0;0;0;3;0;0
Contig401;1;0;0;0;1;0;0;0
Contig4010;0;0;1;0;0;2;0;0
Contig4014;0;0;0;0;0;2;0;0
Contig4016;0;0;0;0;0;4;0;0
Contig4017;0;0;0;0;0;2;0;0
Contig4019;0;0;0;0;0;1;0;1
Contig4024;0;0;0;0;0;1;1;0
Contig4027;0;0;0;0;0;1;0;1
Contig4043;0;0;3;6;0;3;1;6
Contig4044;0;0;0;0;0;2;0;0
Contig4046;0;0;0;0;0;1;1;0
Contig405;1;0;0;0;0;0;1;0
Contig4051;0;0;0;0;0;2;0;0
Contig4063;0;0;0;0;0;2;0;0
Contig4066;0;0;0;0;0;1;1;0
Contig4068;1;0;0;0;0;1;0;0
Contig407;6;0;0;0;0;0;4;0
Contig4072;0;0;0;0;0;1;0;1
Contig4073;0;0;0;0;0;2;0;0
Contig4074;0;0;0;0;0;2;0;0
Contig408;1;0;0;0;1;0;0;0
Contig4080;0;0;0;0;0;1;0;1
Contig4081;0;0;0;0;0;2;0;0
Contig4085;1;0;0;0;0;1;0;0
Contig409;1;0;0;0;0;0;0;1
Contig4090;0;0;0;0;0;2;0;0
Contig4092;0;0;0;0;0;2;0;0
Contig4098;0;0;0;0;0;1;2;0
Contig41;2;0;0;0;0;0;0;0
Contig4102;0;0;0;0;0;1;1;0
Contig4104;0;2;0;1;0;3;0;0
Contig4105;0;0;0;0;0;1;0;1
Contig4107;0;0;0;0;0;4;0;0
Contig4108;0;0;0;0;0;2;0;0
Contig411;1;2;2;0;0;0;0;0
Contig4112;0;0;0;0;0;2;0;0
Contig4116;0;0;0;0;0;2;0;0
Contig4118;0;0;0;0;0;2;0;0
Contig4122;0;0;0;0;0;2;0;0
Contig4123;0;0;0;0;0;2;0;0
Contig4124;0;0;0;0;0;2;0;0
Contig4125;0;0;0;0;0;1;0;1
Contig4126;0;0;0;0;0;2;0;0
Contig4129;0;0;0;0;0;3;0;0
Contig413;1;0;0;0;0;0;2;0
Contig4131;0;0;0;0;0;1;0;1
Contig4133;0;0;0;0;0;2;0;0
Contig4135;0;0;0;0;0;2;0;0
Contig4136;0;0;1;0;0;1;0;0
Contig4137;0;0;0;0;0;1;0;1
Contig4140;0;0;0;0;0;1;1;0
Contig4141;0;0;0;0;0;2;0;0
Contig4145;1;0;0;0;0;1;1;0
Contig4147;0;0;0;0;0;4;0;0
Contig4148;0;0;0;0;0;2;0;0
Contig415;2;0;0;0;0;0;0;0
Contig4152;0;0;0;0;0;1;1;0
Contig4153;0;0;3;0;1;2;0;1
Contig4155;0;0;0;1;1;1;0;1
Contig4156;0;0;0;0;0;2;0;0
Contig4158;0;0;0;0;1;1;0;0
Contig416;2;0;0;0;0;0;3;0
Contig4162;0;1;0;0;0;1;0;0
Contig4166;0;0;0;0;0;1;0;1
Contig4167;0;0;0;0;0;3;0;0
Contig4169;0;0;0;0;0;1;0;1
Contig417;1;0;2;0;0;0;0;0
Contig4170;0;7;9;0;0;3;3;1
Contig4171;0;0;0;0;0;2;0;0
Contig4172;0;0;0;0;0;2;0;0
Contig4173;0;0;0;0;0;2;0;0
Contig4175;0;0;0;0;0;2;0;0
Contig4178;0;0;0;0;0;1;0;1
Contig4180;0;0;0;0;0;1;0;1
Contig419;1;0;0;0;0;0;2;0
Contig4190;0;0;0;0;0;7;0;0
Contig42;4;2;4;11;2;3;3;7
Contig4200;6;4;22;6;15;17;5;5
Contig4205;0;0;0;0;0;4;0;1
Contig4207;0;1;0;0;0;3;0;0
Contig421;2;0;0;0;0;0;0;0
Contig4216;2;0;0;2;1;1;13;6
Contig4220;1;0;0;0;0;5;1;2
Contig4224;0;0;0;0;0;2;0;0
Contig4229;0;0;1;0;0;1;0;0
Contig423;1;0;1;0;1;1;0;0
Contig4235;0;0;0;0;0;4;0;0
Contig424;1;2;0;0;0;2;0;0
Contig4240;1;1;0;2;0;2;0;1
Contig4246;0;0;0;0;0;2;0;0
Contig4247;0;0;0;0;0;1;0;1
Contig425;1;0;0;0;0;0;1;0
Contig4253;0;0;0;0;0;2;0;0
Contig426;1;0;0;0;0;0;1;0
Contig4273;1;0;0;0;0;4;1;0
Contig4277;0;0;0;0;1;2;0;2
Contig428;2;0;0;1;0;0;0;0
Contig4280;0;0;0;0;0;1;1;0
Contig4289;0;0;0;0;0;1;1;0
Contig429;2;0;0;0;1;1;6;2
Contig4290;1;0;1;8;0;3;0;2
Contig4291;1;0;0;0;0;1;0;0
Contig43;3;0;0;0;0;0;0;0
Contig4303;1;0;0;0;0;1;0;0
Contig4309;0;0;0;0;0;1;1;0
Contig4314;7;0;3;3;0;23;0;0
Contig4324;0;0;0;0;0;2;0;0
Contig4332;0;0;0;1;0;1;0;0
Contig4335;0;0;0;0;0;1;1;0
Contig4338;0;0;0;2;2;2;1;0
Contig4342;0;5;0;0;0;2;0;3
Contig4348;0;0;0;0;0;0;3;0
Contig4349;0;0;0;0;0;0;3;0
Contig435;0;2;2;0;0;2;1;0
Contig4350;0;0;0;0;0;0;2;0
Contig4351;16;0;0;7;0;0;40;1
Contig4353;0;0;0;0;0;0;2;0
Contig4354;2;0;0;0;0;0;10;0
Contig4355;0;0;0;0;0;0;2;0
Contig4357;0;0;0;0;0;0;5;0
Contig4359;0;0;0;0;0;0;2;0
Contig4360;0;0;0;3;4;0;4;3
Contig4361;2;0;0;1;0;1;7;2
Contig4362;4;0;0;0;0;0;3;0
Contig4363;0;0;0;0;0;0;2;0
Contig4364;0;0;1;0;0;0;1;0
Contig4365;0;0;0;0;0;0;2;0
Contig4366;0;0;0;0;0;0;9;0
Contig4368;0;0;0;0;0;0;2;0
Contig4369;0;0;0;0;0;0;4;0
Contig4370;1;1;1;0;0;0;16;1
Contig4371;0;0;0;0;0;0;2;0
Contig4372;0;0;0;0;0;0;29;0
Contig4374;3;0;0;1;0;0;11;8
Contig4375;0;0;0;0;0;0;5;0
Contig4377;0;0;0;1;0;0;4;0
